index,customer_id,supplied_at,volume,size
0,391.0,2020-11-20 08:37:00,76.6,198
1,391.0,2020-12-03 10:51:00,122.9,198
2,391.0,2020-12-18 10:05:00,123.3,198
3,391.0,2020-12-29 13:31:00,91.4,198
4,391.0,2021-01-16 16:58:00,195.5,198
5,391.0,2021-01-28 08:44:00,108.5,198
6,391.0,2021-02-08 08:47:00,121.3,198
7,391.0,2021-02-23 14:41:00,121.4,198
8,391.0,2021-03-08 12:55:00,112.2,198
9,391.0,2021-03-23 08:24:00,59.0,198
10,391.0,2021-11-22 14:10:00,151.7,198
11,391.0,2021-12-06 09:31:00,126.1,198
12,391.0,2021-12-22 10:25:00,200.4,198
13,391.0,2022-01-07 15:31:00,259.5,198
14,391.0,2022-01-21 16:12:00,202.5,198
15,391.0,2022-02-05 13:52:00,221.7,198
16,391.0,2022-02-26 09:50:00,300.4,198
17,391.0,2022-03-10 13:17:00,122.8,198
18,1681.0,2020-11-16 07:02:00,94.8,446
19,1681.0,2020-12-01 06:54:00,83.8,446
20,1681.0,2020-12-15 06:59:00,116.2,446
21,1681.0,2020-12-29 06:51:00,140.7,446
22,1681.0,2021-01-13 06:54:00,165.6,446
23,1681.0,2021-01-28 08:43:00,178.9,446
24,1681.0,2021-02-13 08:05:00,181.9,446
25,1681.0,2021-02-26 07:01:00,134.9,446
26,1681.0,2021-03-10 06:33:00,120.2,446
27,1681.0,2021-03-26 07:01:00,90.5,446
28,1681.0,2021-11-13 07:11:00,150.6,446
29,1681.0,2021-11-26 06:44:00,66.0,446
30,1681.0,2021-12-16 06:57:00,185.1,446
31,1681.0,2021-12-29 07:05:00,202.9,446
32,1681.0,2022-01-11 06:48:00,173.7,446
33,1681.0,2022-01-28 06:55:00,241.7,446
34,1681.0,2022-02-11 07:09:00,238.5,446
35,1681.0,2022-03-05 06:45:00,325.2,446
36,1821.0,2020-11-09 15:40:00,200.4,450
37,1821.0,2020-11-18 11:24:00,188.3,450
38,1821.0,2020-11-25 11:23:00,171.8,450
39,1821.0,2020-12-01 10:18:00,187.4,450
40,1821.0,2020-12-03 07:21:00,58.3,450
41,1821.0,2020-12-10 11:37:00,222.5,450
42,1821.0,2020-12-17 07:15:00,189.3,450
43,1821.0,2020-12-22 07:26:00,144.6,450
44,1821.0,2020-12-30 07:53:00,230.3,450
45,1821.0,2021-01-06 16:00:00,176.0,450
46,1821.0,2021-01-13 08:01:00,213.0,450
47,1821.0,2021-01-20 18:06:00,281.6,450
48,1821.0,2021-01-28 09:59:00,229.5,450
49,1821.0,2021-02-05 08:57:00,260.5,450
50,1821.0,2021-02-13 11:43:00,239.2,450
51,1821.0,2021-02-24 10:57:00,301.2,450
52,1821.0,2021-03-06 09:09:00,320.7,450
53,1821.0,2021-03-09 11:18:00,77.0,450
54,1821.0,2021-03-18 07:49:00,223.8,450
55,1821.0,2021-03-30 07:29:00,205.3,450
56,1821.0,2021-04-05 10:33:00,82.7,450
57,1821.0,2021-04-13 07:19:00,208.5,450
58,1821.0,2021-04-19 15:36:00,128.4,450
59,1821.0,2021-04-28 07:06:00,220.0,450
60,1821.0,2021-11-04 07:50:00,162.1,450
61,1821.0,2021-11-13 08:30:00,167.8,450
62,1821.0,2021-11-24 12:24:00,215.8,450
63,1821.0,2021-11-29 10:50:00,123.3,450
64,1821.0,2021-12-07 08:26:00,191.2,450
65,1821.0,2021-12-14 09:15:00,189.7,450
66,1821.0,2021-12-21 08:48:00,218.1,450
67,1821.0,2021-12-27 09:41:00,190.7,450
68,1821.0,2022-01-03 12:15:00,194.8,450
69,1821.0,2022-01-07 19:40:00,218.6,450
70,1821.0,2022-01-11 08:05:00,100.5,450
71,1821.0,2022-01-17 16:28:00,261.9,450
72,1821.0,2022-01-24 19:15:00,280.2,450
73,1821.0,2022-01-31 15:01:00,263.6,450
74,1821.0,2022-02-08 15:44:00,321.5,450
75,1821.0,2022-02-15 18:39:00,248.4,450
76,1821.0,2022-02-22 16:31:00,295.2,450
77,1821.0,2022-03-01 08:34:00,231.2,450
78,1821.0,2022-03-10 07:42:00,307.5,450
79,1821.0,2022-03-17 07:38:00,210.2,450
80,1871.0,2020-11-09 15:29:00,496.0,446
81,1871.0,2020-11-26 07:24:00,346.8,446
82,1871.0,2020-12-11 18:22:00,505.8,446
83,1871.0,2020-12-25 08:51:00,566.2,446
84,1871.0,2021-01-05 12:22:00,498.2,446
85,1871.0,2021-01-18 11:08:00,617.7,446
86,1871.0,2021-01-29 17:55:00,438.1,446
87,1871.0,2021-02-13 12:38:00,668.8,446
88,1871.0,2021-02-26 16:43:00,259.9,446
89,1871.0,2021-03-11 09:56:00,253.9,446
90,1871.0,2021-03-23 11:02:00,300.2,446
91,1871.0,2021-04-05 11:03:00,264.6,446
92,1871.0,2021-04-15 15:41:00,240.9,446
93,1871.0,2021-11-13 09:39:00,489.4,446
94,1871.0,2021-11-29 11:02:00,459.1,446
95,1871.0,2021-12-14 11:27:00,545.7,446
96,1871.0,2021-12-23 08:01:00,407.4,446
97,1871.0,2022-01-04 10:53:00,653.5,446
98,1871.0,2022-01-15 09:34:00,591.2,446
99,1871.0,2022-01-26 09:28:00,565.0,446
100,1871.0,2022-02-02 10:34:00,368.6,446
101,1871.0,2022-02-12 11:10:00,514.1,446
102,1871.0,2022-02-25 10:34:00,596.4,446
103,1871.0,2022-03-08 15:47:00,459.7,446
104,1871.0,2022-03-17 08:11:00,290.6,446
105,2181.0,2020-12-11 18:34:00,221.7,492
106,2181.0,2020-12-17 07:25:00,121.6,492
107,2181.0,2020-12-25 09:03:00,196.8,492
108,2181.0,2020-12-30 08:11:00,146.4,492
109,2181.0,2021-01-06 15:21:00,210.0,492
110,2181.0,2021-01-13 08:12:00,218.0,492
111,2181.0,2021-01-20 17:36:00,217.2,492
112,2181.0,2021-01-26 17:18:00,171.6,492
113,2181.0,2021-02-02 07:41:00,182.2,492
114,2181.0,2021-02-09 11:22:00,229.4,492
115,2181.0,2021-02-16 08:51:00,165.1,492
116,2181.0,2021-02-22 11:56:00,167.8,492
117,2181.0,2021-03-03 09:53:00,260.9,492
118,2181.0,2021-03-11 09:37:00,239.5,492
119,2181.0,2021-03-18 08:25:00,165.3,492
120,2181.0,2021-04-05 11:09:00,380.6,492
121,2181.0,2021-04-15 15:33:00,193.3,492
122,2181.0,2021-04-28 07:31:00,220.1,492
123,2181.0,2021-11-13 09:45:00,98.4,492
124,2181.0,2021-11-26 08:54:00,171.5,492
125,2181.0,2021-12-07 08:47:00,262.7,492
126,2181.0,2021-12-14 11:15:00,150.1,492
127,2181.0,2021-12-17 14:37:00,83.1,492
128,2181.0,2021-12-23 08:10:00,204.7,492
129,2181.0,2021-12-29 08:09:00,218.7,492
130,2181.0,2022-01-05 10:53:00,250.3,492
131,2181.0,2022-01-11 08:43:00,236.3,492
132,2181.0,2022-01-18 12:47:00,262.0,492
133,2181.0,2022-01-24 11:55:00,223.9,492
134,2181.0,2022-01-31 15:22:00,268.0,492
135,2181.0,2022-02-08 15:55:00,321.6,492
136,2181.0,2022-02-16 16:43:00,283.7,492
137,2181.0,2022-02-24 08:14:00,198.1,492
138,2181.0,2022-03-05 09:08:00,412.8,492
139,2181.0,2022-03-16 09:56:00,341.2,492
140,2261.0,2020-11-17 09:18:00,211.1,446
141,2261.0,2020-12-07 16:43:00,171.5,446
142,2261.0,2020-12-16 10:14:00,99.9,446
143,2261.0,2020-12-24 16:41:00,152.2,446
144,2261.0,2020-12-29 14:34:00,104.9,446
145,2261.0,2021-01-07 16:42:00,133.7,446
146,2261.0,2021-01-15 14:54:00,139.3,446
147,2261.0,2021-01-23 14:05:00,150.2,446
148,2261.0,2021-02-01 17:06:00,113.2,446
149,2261.0,2021-02-10 16:02:00,140.4,446
150,2261.0,2021-02-24 15:19:00,204.8,446
