,id,supplied_at,予測値,真値(給油量L),誤差(予測-真値),EE((予測-真値)/真値),interval,matemp,mltemp,mhtemp,tank_type_id,タンク容量,推定の残量,実際の残量,推定残日数,可能な残日数,残日数EE,label,pre
89,770,2018-12-01 11:41:00,391.7,410.5,-18.8,-0.046,19.0,3.9,1.1,6.7,1,496,104.30000000000001,85.5,5.1,4.0,0.275,1,1
90,770,2019-01-12 10:08:00,227.2,288.3,-61.1,-0.212,7.0,-2.7,-5.3,-0.2,1,496,268.8,207.7,8.3,5.0,0.66,1,1
91,770,2019-01-19 06:21:00,238.7,265.9,-27.2,-0.102,7.0,-4.0,-7.2,-0.8,1,496,257.3,230.10000000000002,7.5,6.1,0.23,1,1
