date,average_tem,snow(cm)
2011/12/8,-3.3,1
2011/12/9,-4.1,5
2011/12/10,0.3,1
2011/12/11,-1.1,6
2011/12/12,-2,5
2011/12/13,-2,4
2011/12/14,1,0
2011/12/15,-0.6,1
2011/12/16,-5.2,0
2011/12/17,-4.6,1
2011/12/18,-4.5,0
2011/12/19,-5.1,1
2011/12/20,-4.3,1
2011/12/21,-5,0
2011/12/22,-3.3,16
2011/12/23,-0.4,3
2011/12/24,-2.9,0
2011/12/25,-2.3,2
2011/12/26,0,15
2011/12/27,-2.5,4
2011/12/28,-1.4,0
2011/12/29,-2.3,11
2011/12/30,-3.3,1
2011/12/31,0,0
2012/1/1,-0.1,3
2012/1/2,-0.7,2
2012/1/3,-3.5,4
2012/1/4,-3.4,6
2012/1/5,-0.6,8
2012/1/6,-0.3,11
2012/1/7,-1.8,0
2012/1/8,-5.5,0
2012/1/9,-2.8,7
2012/1/10,-4.7,16
2012/1/11,-7.6,1
2012/1/12,-6.9,4
2012/1/13,-6.2,0
2012/1/14,-8,1
2012/1/15,-6.1,0
2012/1/16,-5.5,3
2012/1/17,-5,0
2012/1/18,-3.6,0
2012/1/19,-4.2,0
2012/1/20,-5.8,0
2012/1/21,-4.7,0
2012/1/22,0.9,1
2012/1/23,-2.4,9
2012/1/24,-5.7,3
2012/1/25,-7,0
2012/1/26,-7.6,0
2012/1/27,-7.9,4
2012/1/28,-6.6,3
2012/1/29,-4.4,11
2012/1/30,-5.6,0
2012/1/31,-5.4,2
2012/2/1,-7.6,0
2012/2/2,-7.8,9
2012/2/3,-6.6,2
2012/2/4,-6.3,7
2012/2/5,-3,0
2012/2/6,0.7,0
2012/2/7,0.3,3
2012/2/8,-4.7,0
2012/2/9,-5.6,0
2012/2/10,-7.4,4
2012/2/11,-7.2,3
2012/2/12,-7.6,2
2012/2/13,-2.7,1
2012/2/14,0.4,1
2012/2/15,-3.9,6
2012/2/16,-5.4,3
2012/2/17,-6.8,0
2012/2/18,-8.3,8
2012/2/19,-6.5,3
2012/2/20,-2.9,1
2012/2/21,-4.4,2
2012/2/22,-2.2,0
2012/2/23,-0.3,10
2012/2/24,-2.8,9
2012/2/25,-7,2
2012/2/26,-4.3,4
2012/2/27,-4.6,1
2012/2/28,-4,0
2012/2/29,0.8,0
2012/3/1,2.5,0
2012/3/2,-0.6,0
2012/3/3,-4,7
2012/3/4,-4.5,3
2012/3/5,-4.7,4
2012/3/6,1.6,1
2012/3/7,3.7,0
2012/3/8,0.3,6
2012/3/9,0,0
2012/3/10,-0.6,0
2012/3/11,-1.1,0
2012/3/12,-1.4,0
2012/3/13,-2,5
2012/3/14,-1.1,2
2012/3/15,0.5,1
2012/3/16,1.4,0
2012/3/17,2.9,0
2012/3/18,-1,9
2012/3/19,-4.4,3
2012/3/20,-3.9,4
2012/3/21,-0.8,0
2012/3/22,1.9,0
2012/3/23,2.3,1
2012/3/24,-0.5,6
2012/3/25,-1.5,2
2012/3/26,-1,1
2012/3/27,0.1,5
2012/3/28,1.6,0
2012/3/29,5.6,0
2012/3/30,9.5,0
2012/3/31,1.8,2
2012/4/1,0.1,1
2012/4/2,-0.5,0
2012/4/3,0.8,1
2012/4/4,1.3,7
2012/4/5,1.8,0
2012/4/6,-0.1,3
2012/4/7,-0.9,7
2012/4/8,1.9,0
2012/4/9,4.7,0
2012/4/10,7.2,0
2012/4/11,7.7,0
2012/4/12,8.3,0
2012/4/13,6.4,0
2012/4/14,6.7,0
2012/4/15,5,0
2012/4/16,5.9,0
2012/4/17,6.6,0
2012/4/18,7.1,0
2012/4/19,9.2,0
2012/4/20,8.5,0
2012/4/21,10.1,0
2012/4/22,9.1,0
2012/4/23,10.5,0
2012/4/24,11.4,0
2012/4/25,12.9,0
2012/4/26,12.1,0
2012/4/27,12.4,0
2012/4/28,14,0
2012/4/29,14.5,0
2012/4/30,16.6,0
2012/5/1,18,0
2012/5/2,17.1,0
2012/5/3,15,0
2012/5/4,13.5,0
2012/5/5,12.6,0
2012/5/6,12.7,0
2012/5/7,11.8,0
2012/5/8,13.3,0
2012/5/9,11.9,0
2012/5/10,10.8,0
2012/5/11,8.8,0
2012/5/12,6.7,0
2012/5/13,9.9,0
2012/5/14,12,0
2012/5/15,11.7,0
2012/5/16,11.6,0
2012/5/17,13.5,0
2012/5/18,12,0
2012/5/19,11.5,0
2012/5/20,13.3,0
2012/5/21,13.8,0
2012/5/22,16.1,0
2012/5/23,15.4,0
2012/5/24,16.3,0
2012/5/25,16.5,0
2012/5/26,14.2,0
2012/5/27,10.9,0
2012/5/28,11.7,0
2012/5/29,13.5,0
2012/5/30,13.3,0
2012/5/31,14.2,0
2012/6/1,14,0
2012/6/2,14.7,0
2012/6/3,14.1,0
2012/6/4,17.4,0
2012/6/5,19,0
2012/6/6,18,0
2012/6/7,17.4,0
2012/6/8,18.1,0
2012/6/9,17.4,0
2012/6/10,18.4,0
2012/6/11,17,0
2012/6/12,15,0
2012/6/13,13.3,0
2012/6/14,13.6,0
2012/6/15,16.1,0
2012/6/16,16.4,0
2012/6/17,16.4,0
2012/6/18,17.4,0
2012/6/19,17.5,0
2012/6/20,15.1,0
2012/6/21,15.8,0
2012/6/22,14.3,0
2012/6/23,15.3,0
2012/6/24,16.8,0
2012/6/25,18,0
2012/6/26,19,0
2012/6/27,20.1,0
2012/6/28,21.7,0
2012/6/29,22.1,0
2012/6/30,22.3,0
2012/7/1,21.5,0
2012/7/2,21.1,0
2012/7/3,21.7,0
2012/7/4,20.9,0
2012/7/5,21.1,0
2012/7/6,21.1,0
2012/7/7,21.8,0
2012/7/8,21.1,0
2012/7/9,19.7,0
2012/7/10,19.3,0
2012/7/11,22.2,0
2012/7/12,19.9,0
2012/7/13,21.6,0
2012/7/14,16.8,0
2012/7/15,19,0
2012/7/16,20,0
2012/7/17,21,0
2012/7/18,22.8,0
2012/7/19,20.4,0
2012/7/20,19.8,0
2012/7/21,20,0
2012/7/22,20.1,0
2012/7/23,20.4,0
2012/7/24,22.2,0
2012/7/25,23.7,0
2012/7/26,23.4,0
2012/7/27,27.1,0
2012/7/28,26.6,0
2012/7/29,24.5,0
2012/7/30,27,0
2012/7/31,26.5,0
2012/8/1,22.6,0
2012/8/2,20,0
2012/8/3,21.6,0
2012/8/4,20.9,0
2012/8/5,22.1,0
2012/8/6,21.4,0
2012/8/7,19.9,0
2012/8/8,21.1,0
2012/8/9,23.7,0
2012/8/10,23.1,0
2012/8/11,23.6,0
2012/8/12,24,0
2012/8/13,22.1,0
2012/8/14,22.3,0
2012/8/15,22,0
2012/8/16,21.4,0
2012/8/17,21.4,0
2012/8/18,22.7,0
2012/8/19,24,0
2012/8/20,24.8,0
2012/8/21,27.9,0
2012/8/22,27,0
2012/8/23,22.8,0
2012/8/24,23,0
2012/8/25,24.7,0
2012/8/26,26.1,0
2012/8/27,25.4,0
2012/8/28,25,0
2012/8/29,25.3,0
2012/8/30,28,0
2012/8/31,24.8,0
2012/9/1,26.1,0
2012/9/2,25.4,0
2012/9/3,26.6,0
2012/9/4,26.2,0
2012/9/5,25.1,0
2012/9/6,23.2,0
2012/9/7,23.1,0
2012/9/8,23.4,0
2012/9/9,21.7,0
2012/9/10,22.1,0
2012/9/11,21.8,0
2012/9/12,23.8,0
2012/9/13,23.4,0
2012/9/14,24.5,0
2012/9/15,25.4,0
2012/9/16,22.6,0
2012/9/17,24.1,0
2012/9/18,26.7,0
2012/9/19,25.6,0
2012/9/20,21.8,0
2012/9/21,20.3,0
2012/9/22,19.9,0
2012/9/23,19.5,0
2012/9/24,19.2,0
2012/9/25,16.3,0
2012/9/26,16.9,0
2012/9/27,17.4,0
2012/9/28,18.5,0
2012/9/29,20.8,0
2012/9/30,20.2,0
2012/10/1,18.1,0
2012/10/2,17.9,0
2012/10/3,17.1,0
2012/10/4,16.6,0
2012/10/5,16.2,0
2012/10/6,16.3,0
2012/10/7,15.2,0
2012/10/8,14.4,0
2012/10/9,14.4,0
2012/10/10,14.3,0
2012/10/11,13.6,0
2012/10/12,13.5,0
2012/10/13,13.2,0
2012/10/14,14.3,0
2012/10/15,12.9,0
2012/10/16,13,0
2012/10/17,13.8,0
2012/10/18,11.2,0
2012/10/19,9.3,0
2012/10/20,12,0
2012/10/21,9.1,0
2012/10/22,10.4,0
2012/10/23,13.7,0
2012/10/24,8.9,0
2012/10/25,9.4,0
2012/10/26,10.7,0
2012/10/27,10.4,0
2012/10/28,11.1,0
2012/10/29,13.2,0
2012/10/30,9.3,0
2012/10/31,8.3,0
2012/11/1,8.6,0
2012/11/2,9.1,0
2012/11/3,8.6,0
2012/11/4,8.6,0
2012/11/5,8,0
2012/11/6,10.9,0
2012/11/7,10.1,0
2012/11/8,9.9,0
2012/11/9,9.8,0
2012/11/10,7.7,0
2012/11/11,7.2,0
2012/11/12,9.2,0
2012/11/13,9.9,0
2012/11/14,7.5,0
2012/11/15,5.8,0
2012/11/16,6.4,0
2012/11/17,6.7,0
2012/11/18,3.3,1
2012/11/19,1.8,0
2012/11/20,2.1,0
2012/11/21,1.9,0
2012/11/22,3,0
2012/11/23,0.6,1
2012/11/24,0.1,0
2012/11/25,1.8,0
2012/11/26,3.1,0
2012/11/27,0.5,9
2012/11/28,0.8,0
2012/11/29,2.2,0
2012/11/30,-0.8,2
2012/12/1,-3.2,22
2012/12/2,-2,3
2012/12/3,1,0
2012/12/4,5.2,0
2012/12/5,0.4,4
2012/12/6,-0.3,14
2012/12/7,-4.3,1
2012/12/8,-3.1,24
2012/12/9,-2.1,0
2012/12/10,1.5,0
2012/12/11,-1,17
2012/12/12,-1.4,26
2012/12/13,-2.6,4
2012/12/14,-0.4,4
2012/12/15,-0.6,1
2012/12/16,0.8,16
2012/12/17,0.3,2
2012/12/18,-1.6,29
2012/12/19,-4.7,1
2012/12/20,-4.3,0
2012/12/21,-1.5,0
2012/12/22,-1.1,7
2012/12/23,-5.1,7
2012/12/24,-7.9,4
2012/12/25,-7.3,3
2012/12/26,-8.3,12
2012/12/27,-8.4,3
2012/12/28,-5,0
2012/12/29,-4.5,1
2012/12/30,2,2
2012/12/31,-3,5
2013/1/1,-5.6,1
2013/1/2,-4.3,2
2013/1/3,-6.4,0
2013/1/4,-7.6,4
2013/1/5,-4.2,0
2013/1/6,-5.9,5
2013/1/7,-7.1,0
2013/1/8,-7.3,0
2013/1/9,-8.2,1
2013/1/10,-6.6,0
2013/1/11,-6.5,0
2013/1/12,-4.5,0
2013/1/13,-3.9,7
2013/1/14,-5.3,0
2013/1/15,-7.1,13
2013/1/16,-6.6,2
2013/1/17,-8.3,12
2013/1/18,-8,9
2013/1/19,-2.4,9
2013/1/20,-1.1,12
2013/1/21,-1.1,4
2013/1/22,-2.7,0
2013/1/23,-3.9,5
2013/1/24,-2.6,13
2013/1/25,-1,2
2013/1/26,-4.9,0
2013/1/27,-2.3,7
2013/1/28,-4.3,2
2013/1/29,-4.5,12
2013/1/30,-1,3
2013/1/31,-0.8,0
2013/2/1,1.7,0
2013/2/2,1.2,0
2013/2/3,-5.8,3
2013/2/4,-3.1,9
2013/2/5,-4.9,9
2013/2/6,-4.1,0
2013/2/7,-3.5,23
2013/2/8,-2.5,7
2013/2/9,-4.7,7
2013/2/10,-5.8,0
2013/2/11,-6.1,0
2013/2/12,-6,2
2013/2/13,-3.8,3
2013/2/14,-2.4,13
2013/2/15,-3.3,3
2013/2/16,-5.7,19
2013/2/17,-5.9,12
2013/2/18,-5.3,5
2013/2/19,-4,4
2013/2/20,-6.4,0
2013/2/21,-5.4,9
2013/2/22,-5,0
2013/2/23,-5.3,0
2013/2/24,-6.9,11
2013/2/25,-5.8,23
2013/2/26,-3.4,0
2013/2/27,-0.3,0
2013/2/28,0.8,6
2013/3/1,0.6,0
2013/3/2,-0.8,8
2013/3/3,-2.6,11
2013/3/4,-2.7,1
2013/3/5,-0.6,0
2013/3/6,0.3,6
2013/3/7,0.6,0
2013/3/8,1.4,10
2013/3/9,-5.4,15
2013/3/10,-4,6
2013/3/11,-3.7,6
2013/3/12,2.7,0
2013/3/13,2,5
2013/3/14,-3.2,0
2013/3/15,1.5,0
2013/3/16,-0.8,9
2013/3/17,0.8,0
2013/3/18,4.8,0
2013/3/19,3.4,0
2013/3/20,-0.4,13
2013/3/21,-4,10
2013/3/22,-0.1,0
2013/3/23,-1.7,0
2013/3/24,0.1,0
2013/3/25,-0.1,1
2013/3/26,0.4,1
2013/3/27,2.8,0
2013/3/28,4.6,0
2013/3/29,2.4,3
2013/3/30,1,0
2013/3/31,1.3,0
2013/4/1,3.2,0
2013/4/2,5.2,0
2013/4/3,6.9,0
2013/4/4,5.9,0
2013/4/5,4.6,0
2013/4/6,7.4,0
2013/4/7,9.3,0
2013/4/8,5.3,0
2013/4/9,5.4,0
2013/4/10,4.8,0
2013/4/11,4.5,3
2013/4/12,3.1,1
2013/4/13,6.4,0
2013/4/14,8.3,0
2013/4/15,5.7,0
2013/4/16,6.7,0
2013/4/17,4.4,0
2013/4/18,4.9,0
2013/4/19,3.4,1
2013/4/20,5.5,0
2013/4/21,7.1,0
2013/4/22,8.6,0
2013/4/23,10.7,0
2013/4/24,9.7,0
2013/4/25,8.8,0
2013/4/26,8.6,0
2013/4/27,7,0
2013/4/28,5.4,0
2013/4/29,5.8,0
2013/4/30,5.1,0
2013/5/1,5.5,0
2013/5/2,4.6,0
2013/5/3,4.6,0
2013/5/4,5.9,0
2013/5/5,7.8,0
2013/5/6,6,0
2013/5/7,5,0
2013/5/8,7.8,0
2013/5/9,11.2,0
2013/5/10,12.9,0
2013/5/11,9.8,0
2013/5/12,10.7,0
2013/5/13,8.7,0
2013/5/14,10.3,0
2013/5/15,9.6,0
2013/5/16,9.7,0
2013/5/17,12.1,0
2013/5/18,12.8,0
2013/5/19,12.8,0
2013/5/20,12.7,0
2013/5/21,14.7,0
2013/5/22,13,0
2013/5/23,9.7,0
2013/5/24,10,0
2013/5/25,13.3,0
2013/5/26,16.4,0
2013/5/27,19.6,0
2013/5/28,20,0
2013/5/29,15.3,0
2013/5/30,16.9,0
2013/5/31,20.7,0
2013/6/1,20,0
2013/6/2,16.6,0
2013/6/3,13.3,0
2013/6/4,13,0
2013/6/5,13.2,0
2013/6/6,14.8,0
2013/6/7,18.1,0
2013/6/8,19.5,0
2013/6/9,17.1,0
2013/6/10,18.4,0
2013/6/11,20,0
2013/6/12,18.8,0
2013/6/13,20.8,0
2013/6/14,20.6,0
2013/6/15,20,0
2013/6/16,19.8,0
2013/6/17,18.9,0
2013/6/18,18.5,0
2013/6/19,18.3,0
2013/6/20,15.9,0
2013/6/21,15,0
2013/6/22,14.8,0
2013/6/23,18.6,0
2013/6/24,19.8,0
2013/6/25,20.2,0
2013/6/26,18.8,0
2013/6/27,15.3,0
2013/6/28,15.6,0
2013/6/29,16.4,0
2013/6/30,18.9,0
2013/7/1,21.9,0
2013/7/2,22.5,0
2013/7/3,18.9,0
2013/7/4,21.1,0
2013/7/5,22.3,0
2013/7/6,23.2,0
2013/7/7,23.9,0
2013/7/8,24.5,0
2013/7/9,26.1,0
2013/7/10,23.1,0
2013/7/11,22.3,0
2013/7/12,21.8,0
2013/7/13,22.6,0
2013/7/14,22.4,0
2013/7/15,22.8,0
2013/7/16,22.4,0
2013/7/17,20.7,0
2013/7/18,20.6,0
2013/7/19,21,0
2013/7/20,22.1,0
2013/7/21,23,0
2013/7/22,21.9,0
2013/7/23,24,0
2013/7/24,22.7,0
2013/7/25,18.7,0
2013/7/26,22.2,0
2013/7/27,21.6,0
2013/7/28,22.2,0
2013/7/29,23.1,0
2013/7/30,25.3,0
2013/7/31,25.1,0
2013/8/1,23.1,0
2013/8/2,21.4,0
2013/8/3,20.8,0
2013/8/4,22,0
2013/8/5,23.2,0
2013/8/6,26.3,0
2013/8/7,25.5,0
2013/8/8,25.9,0
2013/8/9,23.2,0
2013/8/10,23.9,0
2013/8/11,24.2,0
2013/8/12,24.1,0
2013/8/13,23.4,0
2013/8/14,24.6,0
2013/8/15,25.7,0
2013/8/16,26.7,0
2013/8/17,25.1,0
2013/8/18,26,0
2013/8/19,25.9,0
2013/8/20,23.5,0
2013/8/21,22.1,0
2013/8/22,23.1,0
2013/8/23,23.7,0
2013/8/24,21.6,0
2013/8/25,21.3,0
2013/8/26,21,0
2013/8/27,20,0
2013/8/28,19.9,0
2013/8/29,20.1,0
2013/8/30,19.3,0
2013/8/31,19.1,0
2013/9/1,19.8,0
2013/9/2,20.2,0
2013/9/3,20.6,0
2013/9/4,21.3,0
2013/9/5,22.4,0
2013/9/6,18.2,0
2013/9/7,19,0
2013/9/8,20,0
2013/9/9,19.9,0
2013/9/10,20.5,0
2013/9/11,21.2,0
2013/9/12,21.5,0
2013/9/13,21.2,0
2013/9/14,23.4,0
2013/9/15,21.9,0
2013/9/16,17.9,0
2013/9/17,19.2,0
2013/9/18,17.6,0
2013/9/19,17.3,0
2013/9/20,19.5,0
2013/9/21,19.6,0
2013/9/22,16.7,0
2013/9/23,16.1,0
2013/9/24,18.4,0
2013/9/25,14.6,0
2013/9/26,12.8,0
2013/9/27,12.8,0
2013/9/28,15.5,0
2013/9/29,18.5,0
2013/9/30,17,0
2013/10/1,16.9,0
2013/10/2,19.6,0
2013/10/3,16.3,0
2013/10/4,13.5,0
2013/10/5,16.3,0
2013/10/6,16,0
2013/10/7,17.4,0
2013/10/8,17.1,0
2013/10/9,12.8,0
2013/10/10,14.8,0
2013/10/11,17,0
2013/10/12,16.2,0
2013/10/13,12.1,0
2013/10/14,14,0
2013/10/15,12.3,0
2013/10/16,6.9,0
2013/10/17,8.2,0
2013/10/18,9.7,0
2013/10/19,9.6,0
2013/10/20,11.4,0
2013/10/21,12.6,0
2013/10/22,11.7,0
2013/10/23,11.4,0
2013/10/24,11.6,0
2013/10/25,13,0
2013/10/26,11,0
2013/10/27,8.6,0
2013/10/28,8.5,0
2013/10/29,11.1,0
2013/10/30,12,0
2013/10/31,11.2,0
2013/11/1,10.1,0
2013/11/2,9.9,0
2013/11/3,11.4,0
2013/11/4,9.1,0
2013/11/5,9.9,0
2013/11/6,12.1,0
2013/11/7,12.6,0
2013/11/8,5,0
2013/11/9,6.5,0
2013/11/10,6.7,0
2013/11/11,0.3,5
2013/11/12,0.8,0
2013/11/13,1.6,2
2013/11/14,5,0
2013/11/15,8.3,0
2013/11/16,6.5,0
2013/11/17,5.4,0
2013/11/18,8.6,0
2013/11/19,7.3,0
2013/11/20,5.7,0
2013/11/21,7,0
2013/11/22,6.1,0
2013/11/23,6.5,0
2013/11/24,5.4,0
2013/11/25,7.7,0
2013/11/26,7.9,0
2013/11/27,2.5,1
2013/11/28,0.4,12
2013/11/29,0.5,0
2013/11/30,2.2,0
2013/12/1,1.6,1
2013/12/2,2.3,2
2013/12/3,1.9,1
2013/12/4,4.3,0
2013/12/5,6.5,0
2013/12/6,2.9,0
2013/12/7,1.1,0
2013/12/8,1.5,3
2013/12/9,3.1,0
2013/12/10,7.1,0
2013/12/11,3.5,0
2013/12/12,-0.1,1
2013/12/13,-2.7,18
2013/12/14,-3.3,0
2013/12/15,-0.6,7
2013/12/16,2.9,0
2013/12/17,2,0
2013/12/18,1.2,0
2013/12/19,-0.2,0
2013/12/20,0.2,0
2013/12/21,-0.1,0
2013/12/22,-2.9,21
2013/12/23,-1.6,5
2013/12/24,-2.7,0
2013/12/25,-0.9,4
2013/12/26,2.3,1
2013/12/27,2.1,2
2013/12/28,-1.8,13
2013/12/29,-3,9
2013/12/30,-2,13
2013/12/31,-0.6,0
2014/1/1,-0.3,16
2014/1/2,-3.4,2
2014/1/3,-1.7,1
2014/1/4,-3.7,20
2014/1/5,-4.2,2
2014/1/6,-3.7,2
2014/1/7,0.1,0
2014/1/8,0.4,2
2014/1/9,-5.1,0
2014/1/10,-7,0
2014/1/11,-6.6,0
2014/1/12,-6.2,9
2014/1/13,-7.6,10
2014/1/14,-4.6,1
2014/1/15,-4.7,0
2014/1/16,-5.2,2
2014/1/17,-6.5,11
2014/1/18,-6,0
2014/1/19,-5.7,6
2014/1/20,-7,2
2014/1/21,-6.3,9
2014/1/22,-5.4,8
2014/1/23,-8.1,5
2014/1/24,-1.8,0
2014/1/25,1.7,1
2014/1/26,-2.6,14
2014/1/27,-4.9,2
2014/1/28,-2.1,3
2014/1/29,-6.1,1
2014/1/30,1.6,1
2014/1/31,-3.1,18
2014/2/1,-5.1,0
2014/2/2,-2.2,0
2014/2/3,-1.5,0
2014/2/4,-6.4,11
2014/2/5,-8.5,13
2014/2/6,-7.7,0
2014/2/7,-7.6,7
2014/2/8,-9.2,1
2014/2/9,-6.6,1
2014/2/10,-3.2,6
2014/2/11,-4,9
2014/2/12,-4.4,0
2014/2/13,-3.7,10
2014/2/14,-4.7,0
2014/2/15,-4.1,2
2014/2/16,-1,7
2014/2/17,-1.9,12
2014/2/18,-2.9,4
2014/2/19,-1.9,2
2014/2/20,-3,4
2014/2/21,-3.7,24
2014/2/22,-2.8,4
2014/2/23,-2.8,0
2014/2/24,-2.6,0
2014/2/25,-0.6,0
2014/2/26,1.2,0
2014/2/27,2.1,0
2014/2/28,0.7,1
2014/3/1,-0.8,0
2014/3/2,-2.6,0
2014/3/3,-4,3
2014/3/4,-3,6
2014/3/5,-1.7,7
2014/3/6,-4.2,4
2014/3/7,-5.7,2
2014/3/8,-4.5,0
2014/3/9,-2.3,10
2014/3/10,-1.9,19
2014/3/11,-2.7,7
2014/3/12,-2.1,1
2014/3/13,-0.4,0
2014/3/14,-0.1,1
2014/3/15,-1,4
2014/3/16,0.6,3
2014/3/17,1.7,0
2014/3/18,2.1,1
2014/3/19,1.5,0
2014/3/20,0.9,3
2014/3/21,-0.8,9
2014/3/22,0,4
2014/3/23,0.9,0
2014/3/24,4.8,0
2014/3/25,7.6,0
2014/3/26,5.8,0
2014/3/27,5.2,0
2014/3/28,5.3,0
2014/3/29,6.8,0
2014/3/30,4.2,0
2014/3/31,4.4,0
2014/4/1,4.7,0
2014/4/2,6.4,0
2014/4/3,7.2,0
2014/4/4,2.4,0
2014/4/5,1.6,6
2014/4/6,2.7,0
2014/4/7,4.5,0
2014/4/8,3.9,0
2014/4/9,8.5,0
2014/4/10,3.9,0
2014/4/11,2.9,1
2014/4/12,4.5,0
2014/4/13,4.1,0
2014/4/14,7.7,0
2014/4/15,9.1,0
2014/4/16,6,0
2014/4/17,5,0
2014/4/18,4.5,0
2014/4/19,3.6,0
2014/4/20,6,0
2014/4/21,8.6,0
2014/4/22,8.5,0
2014/4/23,8.1,0
2014/4/24,12.5,0
2014/4/25,14.5,0
2014/4/26,16.4,0
2014/4/27,17.9,0
2014/4/28,10.3,0
2014/4/29,9.6,0
2014/4/30,12.8,0
2014/5/1,14.2,0
2014/5/2,12.9,0
2014/5/3,13.2,0
2014/5/4,11.7,0
2014/5/5,12.4,0
2014/5/6,11.9,0
2014/5/7,12.5,0
2014/5/8,14.5,0
2014/5/9,12.6,0
2014/5/10,11.8,0
2014/5/11,15.5,0
2014/5/12,18.2,0
2014/5/13,15,0
2014/5/14,16.7,0
2014/5/15,14.6,0
2014/5/16,10.3,0
2014/5/17,7,0
2014/5/18,8.5,0
2014/5/19,12.3,0
2014/5/20,14.9,0
2014/5/21,15.7,0
2014/5/22,14.1,0
2014/5/23,11.3,0
2014/5/24,12.7,0
2014/5/25,11.4,0
2014/5/26,12.1,0
2014/5/27,16.2,0
2014/5/28,18.9,0
2014/5/29,20.8,0
2014/5/30,18.9,0
2014/5/31,20,0
2014/6/1,17.9,0
2014/6/2,21.5,0
2014/6/3,23.9,0
2014/6/4,23.9,0
2014/6/5,21.8,0
2014/6/6,18.8,0
2014/6/7,18,0
2014/6/8,18.1,0
2014/6/9,19.7,0
2014/6/10,19.6,0
2014/6/11,18.7,0
2014/6/12,17.9,0
2014/6/13,15.7,0
2014/6/14,15,0
2014/6/15,16.2,0
2014/6/16,15.7,0
2014/6/17,17,0
2014/6/18,16.9,0
2014/6/19,15.6,0
2014/6/20,14.9,0
2014/6/21,15.3,0
2014/6/22,16.6,0
2014/6/23,16.6,0
2014/6/24,17.3,0
2014/6/25,20,0
2014/6/26,21.3,0
2014/6/27,22.6,0
2014/6/28,21.9,0
2014/6/29,21.8,0
2014/6/30,21.2,0
2014/7/1,21.2,0
2014/7/2,21.4,0
2014/7/3,21.6,0
2014/7/4,22.3,0
2014/7/5,20.2,0
2014/7/6,19.8,0
2014/7/7,21.8,0
2014/7/8,21.9,0
2014/7/9,21.3,0
2014/7/10,20.3,0
2014/7/11,21,0
2014/7/12,19.7,0
2014/7/13,22.5,0
2014/7/14,24,0
2014/7/15,25.5,0
2014/7/16,24.3,0
2014/7/17,24.2,0
2014/7/18,23.9,0
2014/7/19,21.9,0
2014/7/20,21.9,0
2014/7/21,22.9,0
2014/7/22,22.6,0
2014/7/23,22.9,0
2014/7/24,25.7,0
2014/7/25,25,0
2014/7/26,21.4,0
2014/7/27,21.5,0
2014/7/28,20.6,0
2014/7/29,23.9,0
2014/7/30,24.9,0
2014/7/31,26.1,0
2014/8/1,25.4,0
2014/8/2,25.1,0
2014/8/3,25.8,0
2014/8/4,27,0
2014/8/5,24.9,0
2014/8/6,23.3,0
2014/8/7,22.4,0
2014/8/8,22.6,0
2014/8/9,23.3,0
2014/8/10,21.7,0
2014/8/11,23.5,0
2014/8/12,23.9,0
2014/8/13,23.3,0
2014/8/14,21.7,0
2014/8/15,20.9,0
2014/8/16,22,0
2014/8/17,22.3,0
2014/8/18,22.1,0
2014/8/19,20.6,0
2014/8/20,22,0
2014/8/21,22.7,0
2014/8/22,21.1,0
2014/8/23,23.8,0
2014/8/24,24,0
2014/8/25,19.3,0
2014/8/26,17.9,0
2014/8/27,18.6,0
2014/8/28,20,0
2014/8/29,20.6,0
2014/8/30,21.1,0
2014/8/31,20.9,0
2014/9/1,21.1,0
2014/9/2,21.8,0
2014/9/3,21.6,0
2014/9/4,18.7,0
2014/9/5,22.3,0
2014/9/6,23,0
2014/9/7,20.2,0
2014/9/8,20.3,0
2014/9/9,21,0
2014/9/10,19.8,0
2014/9/11,18.6,0
2014/9/12,18.6,0
2014/9/13,18.4,0
2014/9/14,15.7,0
2014/9/15,17.3,0
2014/9/16,17.4,0
2014/9/17,15,0
2014/9/18,14.8,0
2014/9/19,15.4,0
2014/9/20,15.4,0
2014/9/21,16.4,0
2014/9/22,16.5,0
2014/9/23,17.6,0
2014/9/24,18.1,0
2014/9/25,18.3,0
2014/9/26,16,0
2014/9/27,15.5,0
2014/9/28,18.7,0
2014/9/29,15.2,0
2014/9/30,13,0
2014/10/1,12.2,0
2014/10/2,13.7,0
2014/10/3,13.4,0
2014/10/4,13,0
2014/10/5,13.2,0
2014/10/6,10.8,0
2014/10/7,11,0
2014/10/8,12.7,0
2014/10/9,14.3,0
2014/10/10,12.6,0
2014/10/11,12.2,0
2014/10/12,12.1,0
2014/10/13,12.2,0
2014/10/14,8.5,0
2014/10/15,9.9,0
2014/10/16,10.9,0
2014/10/17,11.4,0
2014/10/18,10.9,0
2014/10/19,11.9,0
2014/10/20,15.6,0
2014/10/21,10.5,0
2014/10/22,6.2,0
2014/10/23,6.8,0
2014/10/24,10.1,0
2014/10/25,14.2,0
2014/10/26,17.7,0
2014/10/27,9.4,0
2014/10/28,4.9,0
2014/10/29,7.3,0
2014/10/30,8.6,0
2014/10/31,10.7,0
2014/11/1,11.3,0
2014/11/2,14.2,0
2014/11/3,6.5,0
2014/11/4,6.4,0
2014/11/5,10.9,0
2014/11/6,11.2,0
2014/11/7,4.2,0
2014/11/8,8.7,0
2014/11/9,10.2,0
2014/11/10,9.1,0
2014/11/11,7.8,0
2014/11/12,9.3,0
2014/11/13,4.6,12
2014/11/14,-0.4,16
2014/11/15,0.1,3
2014/11/16,2.8,0
