customer_id,supplied_at,volume,size
101.0,2020-10-08 13:55:00,205.4,446
101.0,2020-11-16 10:14:00,183.3,446
101.0,2020-11-20 10:50:00,59.2,446
101.0,2020-12-03 09:21:00,280.0,446
101.0,2020-12-12 11:06:00,186.5,446
101.0,2020-12-18 17:43:00,167.2,446
101.0,2020-12-28 17:09:00,266.1,446
101.0,2021-01-04 09:37:00,144.3,446
101.0,2021-01-14 17:12:00,331.8,446
101.0,2021-01-20 10:15:00,119.6,446
101.0,2021-01-30 13:27:00,301.2,446
101.0,2021-02-08 10:20:00,226.2,446
101.0,2021-02-15 09:13:00,155.0,446
101.0,2021-02-25 09:11:00,195.9,446
101.0,2021-03-04 09:47:00,162.3,446
101.0,2021-03-13 08:35:00,148.4,446
101.0,2021-03-23 09:15:00,114.9,446
101.0,2021-04-05 08:05:00,151.6,446
101.0,2021-04-23 10:56:00,178.4,446
101.0,2021-05-11 11:20:00,132.5,446
251.0,2020-10-02 10:40:00,242.7,198
251.0,2020-11-20 08:26:00,109.8,198
251.0,2020-12-03 10:20:00,124.3,198
251.0,2020-12-18 09:32:00,177.9,198
251.0,2020-12-29 13:51:00,144.6,198
251.0,2021-01-13 16:15:00,248.7,198
251.0,2021-01-28 08:15:00,199.6,198
251.0,2021-02-08 08:18:00,158.7,198
251.0,2021-02-23 10:05:00,193.6,198
251.0,2021-03-08 10:51:00,144.6,198
251.0,2021-03-23 07:58:00,152.2,198
251.0,2021-04-13 11:02:00,109.7,198
251.0,2021-05-21 14:00:00,191.9,198
251.0,2021-10-20 13:37:00,77.5,198
251.0,2021-11-02 10:29:00,88.1,198
251.0,2021-11-22 13:39:00,114.6,198
251.0,2021-12-06 09:01:00,160.0,198
251.0,2021-12-22 09:33:00,216.3,198
251.0,2022-01-05 15:17:00,276.9,198
251.0,2022-01-21 15:19:00,261.9,198
251.0,2022-02-05 09:24:00,250.5,198
251.0,2022-02-26 10:01:00,314.2,198
251.0,2022-03-10 11:33:00,154.5,198
301.0,2020-11-06 16:46:00,252.2,198
301.0,2020-11-16 09:27:00,175.7,198
301.0,2020-11-26 08:44:00,233.1,198
301.0,2020-12-04 09:58:00,259.1,198
301.0,2020-12-11 15:40:00,214.2,198
301.0,2020-12-18 11:22:00,253.4,198
301.0,2020-12-25 10:48:00,278.2,198
301.0,2020-12-30 08:46:00,174.1,198
301.0,2021-01-07 08:29:00,375.2,198
301.0,2021-01-14 17:24:00,323.0,198
301.0,2021-01-20 09:41:00,239.9,198
301.0,2021-01-27 09:34:00,235.0,198
301.0,2021-02-03 14:00:00,249.9,198
301.0,2021-02-12 08:58:00,556.0,198
301.0,2021-02-20 08:12:00,259.8,198
301.0,2021-02-27 08:35:00,220.7,198
301.0,2021-03-08 13:45:00,308.5,198
301.0,2021-03-17 14:20:00,184.3,198
301.0,2021-03-27 14:44:00,195.5,198
301.0,2021-04-10 15:09:00,108.1,198
301.0,2021-04-26 10:02:00,244.3,198
301.0,2021-10-14 10:36:00,236.2,198
301.0,2021-11-08 14:02:00,166.5,198
301.0,2021-11-26 14:11:00,297.2,198
301.0,2021-12-06 10:01:00,253.2,198
301.0,2021-12-14 10:16:00,206.8,198
301.0,2021-12-20 10:11:00,145.2,198
301.0,2021-12-29 08:40:00,324.7,198
301.0,2022-01-05 13:56:00,272.9,198
301.0,2022-01-11 13:33:00,218.1,198
301.0,2022-01-20 16:17:00,327.6,198
301.0,2022-01-27 09:27:00,269.7,198
301.0,2022-02-02 14:25:00,277.1,198
301.0,2022-02-11 13:48:00,309.7,198
301.0,2022-02-18 15:04:00,249.4,198
301.0,2022-02-25 16:14:00,281.5,198
301.0,2022-03-02 16:07:00,159.4,198
301.0,2022-03-10 13:49:00,250.5,198
311.0,2020-10-21 11:14:00,285.0,198
311.0,2020-11-06 16:57:00,297.4,198
311.0,2020-11-16 09:34:00,342.9,198
311.0,2020-11-26 08:49:00,424.2,198
311.0,2020-12-04 10:04:00,416.2,198
311.0,2020-12-11 15:45:00,392.6,198
311.0,2020-12-18 11:30:00,427.4,198
311.0,2020-12-25 10:53:00,447.8,198
311.0,2020-12-30 08:51:00,303.1,198
311.0,2021-01-07 08:17:00,603.5,198
311.0,2021-01-14 17:29:00,486.2,198
311.0,2021-01-20 09:46:00,371.7,198
311.0,2021-01-27 09:40:00,407.2,198
311.0,2021-02-03 13:56:00,467.7,198
311.0,2021-02-12 08:51:00,312.7,198
311.0,2021-02-20 08:21:00,418.3,198
311.0,2021-02-27 08:41:00,396.6,198
311.0,2021-03-08 13:49:00,428.5,198
311.0,2021-03-17 14:26:00,441.8,198
311.0,2021-03-27 14:52:00,368.7,198
311.0,2021-04-10 15:02:00,328.8,198
311.0,2021-04-26 10:06:00,344.8,198
311.0,2021-05-11 10:42:00,311.6,198
311.0,2021-10-14 10:41:00,266.0,198
311.0,2021-10-30 10:26:00,249.5,198
311.0,2021-11-08 14:07:00,250.0,198
311.0,2021-11-26 14:18:00,529.0,198
311.0,2021-12-06 10:09:00,398.3,198
311.0,2021-12-14 10:21:00,346.3,198
311.0,2021-12-20 10:15:00,290.2,198
311.0,2021-12-29 08:44:00,518.6,198
311.0,2022-01-05 14:05:00,460.2,198
311.0,2022-01-11 13:38:00,368.6,198
311.0,2022-01-20 16:21:00,471.9,198
311.0,2022-01-27 09:32:00,354.2,198
311.0,2022-02-02 14:29:00,376.7,198
311.0,2022-02-11 13:39:00,522.0,198
311.0,2022-02-18 15:07:00,391.7,198
311.0,2022-02-25 16:20:00,423.7,198
311.0,2022-03-02 16:11:00,256.8,198
311.0,2022-03-10 13:55:00,326.5,198
331.0,2020-10-08 14:33:00,149.3,223
331.0,2020-11-16 09:44:00,140.0,223
331.0,2020-12-03 09:57:00,155.3,223
331.0,2020-12-18 11:06:00,165.3,223
331.0,2020-12-28 18:11:00,131.8,223
331.0,2021-01-15 18:26:00,236.0,223
331.0,2021-01-30 13:40:00,277.2,223
331.0,2021-02-08 09:29:00,104.5,223
331.0,2021-02-25 08:48:00,213.7,223
331.0,2021-03-04 09:25:00,86.0,223
331.0,2021-03-13 08:45:00,118.6,223
331.0,2021-04-05 08:29:00,231.5,223
331.0,2021-04-23 11:17:00,157.4,223
331.0,2021-07-20 13:48:00,186.7,223
331.0,2021-11-08 14:12:00,166.2,223
331.0,2021-12-06 10:18:00,187.2,223
331.0,2021-12-22 11:47:00,171.2,223
331.0,2021-12-29 08:50:00,85.1,223
331.0,2022-01-11 13:47:00,204.3,223
331.0,2022-01-20 16:27:00,104.5,223
331.0,2022-01-27 09:41:00,125.6,223
331.0,2022-02-02 14:34:00,99.9,223
331.0,2022-02-11 13:19:00,135.2,223
331.0,2022-02-25 15:57:00,198.4,223
331.0,2022-03-10 14:04:00,153.5,223
381.0,2020-11-06 17:12:00,72.0,446
381.0,2020-11-20 09:05:00,116.3,446
381.0,2020-11-30 15:26:00,116.6,446
381.0,2020-12-09 09:52:00,119.7,446
381.0,2020-12-18 10:50:00,150.0,446
381.0,2020-12-29 11:10:00,204.6,446
