volume,matemp,mltemp,mhtemp,mwind,msnowacc,msnow,msun,mhumidi,mean_consumption,interval,last_year_mean,last_year_sum,price,Year sin,Year cos
210.2,3.975000000000001,6.889999999999999,1.37,3.4850000000000003,58.95,2.15,3.25,65.55,10.51,20.0,8.648993288590605,1288.7,89,0.7637797892832454,0.6454769039109309
145.9,1.352,4.68,-1.84,2.944,51.44,7.24,2.496,70.68,5.836,25.0,5.910256410256411,922.0,65,-0.05337968324374095,0.9985742883815895
219.2,-2.833333333333333,0.7142857142857146,-6.285714285714286,3.39047619047619,22.761904761904763,0.6666666666666666,5.385714285714285,66.04761904761905,10.438095238095238,21.0,16.248591549295774,2307.3,89,0.9753983615122375,0.22044962317781913
254.9,-6.731578947368421,-3.036842105263158,-10.752631578947367,3.3894736842105258,0.0,0.0,3.2,68.15789473684211,13.41578947368421,19.0,17.15631067961165,1767.1,73,-0.5991910258041884,0.8006060920301097
151.8,-1.3571428571428572,1.7,-3.8,3.628571428571429,62.57142857142857,0.4285714285714285,3.7714285714285714,64.28571428571429,21.685714285714287,7.0,30.411999999999995,4561.799999999999,76,0.8045392503803062,0.5938994818969747
102.3,-3.583333333333333,0.3000000000000001,-7.3,3.9,0.6666666666666666,0.3333333333333333,3.1666666666666665,71.16666666666667,17.05,6.0,20.470779220779225,3152.5000000000005,95,-0.42640998147858056,0.9045300037563356
163.6,-2.588888888888889,-0.2666666666666665,-5.344444444444444,2.466666666666667,3.7777777777777777,0.4444444444444444,2.911111111111111,68.55555555555556,18.177777777777777,9.0,24.84871794871795,3876.400000000001,101,-0.4072006349306494,0.9133387339383324
252.0,3.385714285714285,6.5,0.3285714285714285,3.635714285714285,44.5,4.285714285714286,3.764285714285714,68.78571428571429,18.0,14.0,16.27857142857143,2506.9,95,0.38079944892756673,0.9246576554035886
229.5,-1.4666666666666666,2.0466666666666664,-4.986666666666666,2.813333333333333,43.8,0.7333333333333333,5.666666666666666,65.33333333333333,15.3,15.0,17.89342105263158,2719.8,89,0.8965574045571585,0.44292755653010757
338.1,0.6375,2.8625,-1.7875,2.275,31.5,5.0,1.9125,74.125,42.2625,8.0,41.02574850299402,6851.300000000001,81,0.10099418484720207,0.9948870160108881
177.4,-5.14,-3.02,-7.839999999999999,2.84,1.2,1.2,1.99,71.0,17.740000000000002,10.0,33.07857142857142,5094.099999999999,100,-0.6297006842300115,0.7768378519873085
338.3,-3.8,-0.0428571428571429,-7.457142857142857,2.4857142857142853,9.428571428571429,0.0,4.699999999999998,67.28571428571429,48.32857142857143,7.0,58.02208588957056,9457.6,68,-0.2859756884827426,0.9582368734278709
429.1,-2.083333333333333,1.15,-5.166666666666667,2.825,14.833333333333334,2.0,3.9583333333333335,66.08333333333333,35.75833333333333,12.0,33.227710843373494,5515.8,68,-0.3621216694083058,0.9321308366023203
265.3,-2.076923076923077,1.9307692307692303,-5.976923076923077,3.430769230769231,36.38461538461539,0.6153846153846154,5.415384615384616,59.92307692307692,20.407692307692308,13.0,16.905357142857145,2840.1000000000004,57,0.9845874879590137,0.17489276301367937
211.1,-6.608333333333333,-2.333333333333333,-12.04166666666667,3.5750000000000006,0.0,0.0,7.025,61.16666666666666,17.591666666666665,12.0,33.07857142857142,5094.099999999999,89,0.9744122658808069,-0.22476818302649448
247.8,3.2857142857142856,5.785714285714286,0.742857142857143,3.4285714285714284,91.57142857142856,7.0,2.8999999999999995,72.57142857142857,35.4,7.0,29.772392638036813,4852.900000000001,101,0.9314852147923546,0.36377918387840863
461.5,2.528571428571429,4.757142857142857,0.3999999999999999,2.671428571428572,7.142857142857143,4.0,3.1,63.85714285714285,65.92857142857143,7.0,66.15696202531645,10452.8,81,-0.42198314917901614,0.9066036740544129
233.7,0.557142857142857,3.985714285714285,-2.9285714285714284,4.514285714285714,75.71428571428571,1.4285714285714286,2.0,63.285714285714285,33.385714285714286,7.0,31.936419753086422,5173.700000000001,88,0.9113770768702841,0.4115723797284947
500.2,-3.2,0.3666666666666667,-6.4750000000000005,3.5,15.666666666666666,1.0833333333333333,4.258333333333334,66.83333333333333,41.68333333333333,12.0,50.4328947368421,7665.799999999999,89,0.9726897037182217,0.2321093282928499
536.6,4.975,7.737500000000001,2.3875,4.5,59.5,4.0,3.1125,66.75,67.075,8.0,50.4328947368421,7665.799999999999,89,0.6180999097972852,0.7860995493629213
213.1,-1.9153846153846152,0.7692307692307689,-4.7846153846153845,3.761538461538462,61.53846153846154,1.6153846153846154,6.061538461538461,62.53846153846154,16.392307692307693,13.0,19.413103448275866,2814.9,75,0.9838749777740023,0.17885756374894077
231.9,-2.871428571428571,0.8285714285714286,-6.357142857142857,3.742857142857143,1.0,0.4285714285714285,3.271428571428572,70.57142857142857,33.128571428571426,7.0,38.26153846153847,5968.800000000001,95,-0.4230356012616406,0.9061130614140832
637.2,0.6714285714285714,3.8,-2.664285714285714,3.3000000000000003,29.857142857142858,7.785714285714286,2.5285714285714285,69.71428571428571,45.51428571428572,14.0,37.17710843373494,3085.7,65,-0.27124638939874607,0.9625099460463481
378.0,2.8,5.5,0.6142857142857144,3.857142857142857,28.0,3.857142857142857,2.2857142857142856,70.42857142857143,54.0,7.0,60.26153846153847,9400.8,95,0.04185025413331343,0.9991238943339195
446.0,4.857142857142857,7.471428571428572,1.971428571428572,3.8285714285714287,57.71428571428572,2.4285714285714284,5.014285714285714,61.42857142857143,63.71428571428572,7.0,52.44424242424244,8653.300000000003,88,0.7055418703976073,0.7086682362825681
