volume,matemp,mltemp,mhtemp,mwind,msnowacc,msnow,msun,mhumidi,mean_consumption,interval,last_year_mean,last_year_sum,price,Year sin,Year cos
100.0,1.9642857142857144,4.992857142857143,-0.9928571428571428,2.7999999999999994,15.071428571428571,3.857142857142857,3.442857142857143,65.42857142857143,7.142857142857143,14.0,4.4644295302013415,665.1999999999999,81,-0.3249600494707911,0.9457277442519814
198.4,0.82,4.11,-2.6800000000000006,3.82,5.7,2.9,1.55,69.1,19.84,10.0,25.50952380952381,2678.5,75,-0.1983264662392831,0.9801360174940204
151.4,0.0100000000000001,2.7600000000000007,-3.04,3.75,1.9,1.2,3.3600000000000003,62.4,15.14,10.0,16.109259259259257,2609.7,65,-0.49314898497835064,0.8699448710204701
207.3,-1.440625,1.265625,-3.871875,4.078125,57.25,1.90625,2.96875,70.96875,6.478125,32.0,4.95593220338983,584.8,77,0.9579113580888903,0.28706415666937213
285.4,4.958333333333333,7.808333333333334,2.5583333333333336,3.233333333333333,61.583333333333336,1.75,3.4250000000000003,63.0,23.78333333333333,12.0,21.09806451612903,3270.2,89,0.7415891712694539,0.6708543068773463
174.1,4.593333333333333,8.366666666666667,1.7600000000000002,2.78,117.6,6.8,4.846666666666667,68.0,11.606666666666666,15.0,7.944444444444446,1001.0000000000002,101,0.8412061462515751,0.5407145453088659
250.9,4.22,8.13,0.8800000000000001,2.82,100.4,5.8,3.4,71.5,25.09,10.0,25.60132450331126,3865.8,101,0.713989123898669,0.7001567902651599
208.0,4.029999999999999,7.75,0.1299999999999999,3.04,62.5,3.4,4.94,65.0,20.8,10.0,20.525675675675675,1518.9,88,0.7916971977691921,0.6109136985241114
282.4,3.4833333333333334,6.533333333333333,0.6999999999999998,3.072222222222222,51.888888888888886,5.166666666666667,3.1944444444444446,64.33333333333333,15.688888888888888,18.0,16.013207547169813,2546.1000000000004,81,0.4767361858720915,0.8790464203215497
174.7,0.2272727272727272,2.8181818181818183,-2.127272727272727,2.6545454545454543,35.36363636363637,5.0,2.1818181818181817,71.27272727272727,15.88181818181818,11.0,22.329166666666666,3215.4,81,0.16707603115732025,0.9859440145427721
229.2,0.2454545454545454,3.481818181818181,-2.9545454545454546,2.490909090909091,69.54545454545455,2.4545454545454546,6.581818181818182,62.18181818181818,20.83636363636364,11.0,24.28930817610063,3862.0,75,0.9557820790543596,0.2940758700718674
252.0,6.0600000000000005,9.42,3.4,2.1,61.6,1.8,3.62,64.0,50.4,5.0,5.070238095238095,425.9,85,0.5196726168518835,0.8543654787585436
155.0,0.8899999999999999,4.329999999999999,-2.49,3.02,66.3,2.1,4.279999999999999,67.8,15.5,10.0,17.25030303030303,2846.3,88,0.9154958387129791,0.40232744040050133
195.9,4.475,7.6375,1.90625,3.1500000000000004,76.4375,5.5,3.3375000000000004,69.6875,12.24375,16.0,7.944444444444446,1001.0000000000002,92,0.41464579132659973,0.909982894199192
303.6,3.9909090909090894,7.309090909090909,0.9863636363636364,2.895454545454545,66.27272727272727,4.2727272727272725,3.8954545454545455,64.4090909090909,13.8,22.0,15.006428571428568,2100.9,88,0.8571929569685174,0.5149953733030711
255.7,-1.880952380952381,1.7999999999999998,-5.395238095238095,3.2571428571428567,33.57142857142857,0.5714285714285714,5.595238095238095,63.42857142857143,12.176190476190476,21.0,24.200632911392407,3823.7,89,0.9474667442042702,0.3198542928068341
252.6,5.569999999999999,9.12,2.95,2.82,120.0,8.3,4.12,68.8,25.26,10.0,21.54421052631579,2046.7,101,0.8225638294112438,0.5686727939195879
135.2,-6.444444444444445,-1.7333333333333334,-10.977777777777776,3.511111111111111,20.77777777777778,0.0,8.733333333333334,53.44444444444444,15.02222222222222,9.0,16.980891719745223,2666.0,88,0.9996089974741934,0.027961619563929965
188.1,-2.566666666666667,0.2444444444444444,-5.5,3.2444444444444445,13.444444444444445,4.333333333333333,2.833333333333333,69.44444444444444,20.9,9.0,18.60843373493976,3089.0,68,-0.21677870830548962,0.9762207699211298
184.0,0.8499999999999999,3.957142857142856,-2.45,2.935714285714286,60.92857142857143,2.0,5.257142857142858,66.42857142857143,13.142857142857142,14.0,13.137820512820513,2049.5,88,0.9521862225351462,0.3055182443230667
184.3,-5.19,-1.0,-9.35,2.9600000000000004,0.0,0.0,4.13,64.5,18.43,10.0,21.82484472049689,3513.8,99,-0.5282664857491338,0.8490786300657085
315.6,5.3100000000000005,7.99,2.71,3.12,54.7,3.5,3.52,63.3,31.56,10.0,28.197058823529414,2876.1000000000004,104,0.2856093490325421,0.9583461273178953
496.0,-2.032142857142857,1.0571428571428572,-5.382142857142857,2.946428571428572,2.571428571428572,0.6428571428571429,3.225,64.53571428571429,17.714285714285715,28.0,13.293959731543625,1980.8,96,-0.31542403855649476,0.9489508290215626
209.2,2.03076923076923,5.592307692307693,-1.3230769230769233,3.6769230769230767,72.3076923076923,2.8461538461538463,3.1923076923076925,63.30769230769231,16.092307692307692,13.0,21.52302631578948,3271.5,88,0.9126070939044386,0.40883773328216055
206.9,3.74,7.52,0.6649999999999999,3.2,99.9,5.95,3.1049999999999995,71.15,10.345,20.0,9.24097222222222,1330.6999999999998,101,0.7571096049642047,0.6532878738128743
247.4,2.642857142857143,6.614285714285714,-0.4428571428571429,4.242857142857143,85.71428571428571,6.285714285714286,3.0142857142857147,66.28571428571429,35.34285714285714,7.0,25.86333333333333,2327.7,101,0.6097942180564616,0.7925597842591489
109.3,1.26,4.58,-1.46,2.97,7.7,2.8,3.16,64.9,10.93,10.0,21.52302631578948,3271.5,81,-0.4046436683546397,0.9144744401351523
