volume,matemp,mltemp,mhtemp,mwind,msnowacc,msnow,msun,mhumidi,mean_consumption,interval,last_year_mean,last_year_sum,price,Year sin,Year cos
211.3,5.6571428571428575,8.557142857142859,3.0142857142857147,3.585714285714286,73.0,5.142857142857143,3.085714285714286,66.85714285714286,30.185714285714287,7.0,33.33374233128835,5433.400000000001,88,-0.06251758045775556,0.9980438628305411
359.8,2.675,5.9625,-0.4875,4.45,73.875,3.5,2.9625000000000004,65.75,44.975,8.0,37.17710843373494,3085.7,77,0.8122851482637903,0.5832605231884568
188.4,-5.0600000000000005,-0.74,-9.39,2.7299999999999995,32.7,0.3,7.279999999999999,63.8,18.84,10.0,19.181987577639752,3088.3,75,0.9969005003461594,-0.07867269163805886
74.9,-8.86,-5.35,-12.82,4.09,0.0,0.0,3.6,62.5,7.49,10.0,21.02040816326531,3090.0000000000005,77,-0.7606897394656504,0.6491156447596074
321.3,3.770588235294117,7.241176470588235,0.8882352941176469,3.7,120.23529411764706,6.411764705882353,3.835294117647059,69.58823529411765,18.9,17.0,16.273758865248226,2294.6,101,0.8834141182585704,0.46859310244756325
107.5,4.26,6.48,2.6,2.82,11.2,4.2,2.18,71.0,21.5,5.0,29.067096774193548,4505.4,95,-0.36228424340577553,0.9320676622326862
182.9,1.0888888888888888,3.9444444444444446,-1.8111111111111111,3.077777777777778,6.777777777777778,3.0,2.022222222222222,69.44444444444444,20.322222222222223,9.0,20.825,2249.1,75,-0.16032075643532218,0.9870649700278123
142.5,2.625,5.308333333333333,0.6750000000000003,2.566666666666667,17.0,4.916666666666667,2.233333333333333,75.08333333333333,11.875,12.0,11.423958333333331,1096.7,95,-0.23129235252060115,0.9728842930510729
199.4,1.722222222222222,4.688888888888888,-0.7333333333333334,2.577777777777778,47.0,5.111111111111111,3.433333333333333,67.0,22.155555555555555,9.0,22.329166666666666,3215.4,81,0.3159953419830112,0.9487607410960045
223.7,2.7909090909090906,5.581818181818182,0.7909090909090911,2.5545454545454547,16.90909090909091,4.727272727272728,2.2818181818181817,74.81818181818181,20.33636363636364,11.0,19.653048780487804,3223.1,95,-0.24355850424214834,0.9698862072487305
117.5,-4.028571428571428,-0.7428571428571429,-7.514285714285714,3.885714285714285,5.785714285714286,2.571428571428572,2.771428571428572,66.07142857142857,8.392857142857142,14.0,16.027976190476192,2692.7000000000003,77,-0.6392464900016716,0.7690019018315513
178.4,0.0333333333333332,2.9466666666666668,-2.933333333333333,3.22,68.33333333333333,2.1333333333333333,5.779999999999999,62.6,11.893333333333334,15.0,5.773831775700934,617.8,75,0.9656403179632154,0.25988223549119394
464.0,0.3642857142857142,3.5,-3.1357142857142857,3.485714285714286,75.78571428571429,3.642857142857143,4.592857142857143,69.07142857142857,33.142857142857146,14.0,33.84851485148515,3418.7,86,0.8257263079861367,0.5640709745232276
